scheme_id,scheme_name,short_title,level,scheme_for,ministry,state,category,tags,description,close_date,priority,search_text
rgkny,Rajiv Gandhi Kisan Nyay Yojana,Rgkny,State,Individual,Not specified (state scheme),Chhattisgarh,"Agriculture,Rural & Environment",Agriculture;Farmers;Paddy;Maize,"Rajiv Gandhi Kisan Nyay Yojana is a scheme of the Government of Chhattisgarh for the farmers. This scheme was launched on 21 May 2020, on the death anniversary of Rajiv Gandhi.",,1.0,"Rajiv Gandhi Kisan Nyay Yojana. Rajiv Gandhi Kisan Nyay Yojana is a scheme of the Government of Chhattisgarh for the farmers. This scheme was launched on 21 May 2020, on the death anniversary of Rajiv Gandhi. Category: Agriculture,Rural & Environment. Tags: Agriculture, Farmers, Paddy, Maize."
qcas,Quality Certification Assistance Scheme,QCAS,State,Infra,Not specified (state scheme),Haryana,Business & Entrepreneurship,Business;Certification Subsidy;Industries Department;Quality Support,"This scheme provides financial assistance to Micro, Small, and Medium Enterprises (MSMEs) in Haryana for obtaining quality certifications such as ISO, HACCP, BSI, WHO-GMP, ZED, TS, and Hallmark. It aims to promote quality standards and enhance competitiveness among MSMEs.",,3.0,"Quality Certification Assistance Scheme. This scheme provides financial assistance to Micro, Small, and Medium Enterprises (MSMEs) in Haryana for obtaining quality certifications such as ISO, HACCP, BSI, WHO-GMP, ZED, TS, and Hallmark. It aims to promote quality standards and enhance competitiveness among MSMEs. Category: Business & Entrepreneurship. Tags: Business, Certification Subsidy, Industries Department, Quality Support."
easppsccwrmbocwwb,Educational Assistance (Scheme for the Pre-Matric and Post-Matric Scholarship to Children of Construction Workers Registered with the MBOCWWB),EA(SPPSCCWRMBOCWWB),State,Individual,Not specified (state scheme),Meghalaya,Education & Learning;Social welfare & Empowerment,Educational Assistance;Pre-Matric;Post-Matric;Scholarship;Building Worker;Construction Worker;Student;Labour,The scheme provides scholarships in the form of financial assistance to children of construction workers registered under the Board. These scholarships will be applicable for courses of study specified by the Board from time to time.,,1.0,"Educational Assistance (Scheme for the Pre-Matric and Post-Matric Scholarship to Children of Construction Workers Registered with the MBOCWWB). The scheme provides scholarships in the form of financial assistance to children of construction workers registered under the Board. These scholarships will be applicable for courses of study specified by the Board from time to time. Category: Education & Learning, Social welfare & Empowerment. Tags: Educational Assistance, Pre-Matric, Post-Matric, Scholarship, Building Worker, Construction Worker, Student, Labour."
pfphmva,Promoting to Farmer for Post Harvesting & Management (Value Addition),PFPHMVA,State,Infra,Not specified (state scheme),Gujarat,"Agriculture,Rural & Environment",Agriculture;Farmer;Post Harvesting Technology,"This scheme has been introduced by the Agriculture, Farmers Welfare and Cooperation Department, Gujarat. It aims to support farmers in setting up crop value addition units using post-harvesting technology and management concepts.",,3.0,"Promoting to Farmer for Post Harvesting & Management (Value Addition). This scheme has been introduced by the Agriculture, Farmers Welfare and Cooperation Department, Gujarat. It aims to support farmers in setting up crop value addition units using post-harvesting technology and management concepts. Category: Agriculture,Rural & Environment. Tags: Agriculture, Farmer, Post Harvesting Technology."
lssas,Ladli Social Security Allowance Scheme,LSSAS,State,Family,Not specified (state scheme),Haryana,Social welfare & Empowerment,Social Security;Girl;Allowance;Financial Assistance;Daughter;Allowance,"Launched on 1st January 2006, the “Ladli Social Security Allowance Scheme” is a flagship social-security scheme by the Department of Social Justice and Empowerment, Government of Haryana. The family receives ₹2,750/- per month for 15 years after either of the two parents completes 45 years of age.",,2.0,"Ladli Social Security Allowance Scheme. Launched on 1st January 2006, the “Ladli Social Security Allowance Scheme” is a flagship social-security scheme by the Department of Social Justice and Empowerment, Government of Haryana. The family receives ₹2,750/- per month for 15 years after either of the two parents completes 45 years of age. Category: Social welfare & Empowerment. Tags: Social Security, Girl, Allowance, Financial Assistance, Daughter, Allowance."
mrf,Mizoram Research Fellowship,MRF,State,Individual,Not specified (state scheme),Mizoram,Education & Learning,Fellowship;PhD;Research;Postgraduation,"The ""Mizoram Research Fellowship"" aims to provide financial assistance to research workers and teachers, preferably below the age of 45 years, who have established their reputation for research OR have obtained a doctorate degree OR have published research work to their credit.",,1.0,"Mizoram Research Fellowship. The ""Mizoram Research Fellowship"" aims to provide financial assistance to research workers and teachers, preferably below the age of 45 years, who have established their reputation for research OR have obtained a doctorate degree OR have published research work to their credit. Category: Education & Learning. Tags: Fellowship, PhD, Research, Postgraduation."
tpehw,Training Program for A-HELP Women Workers - Uttarakhand Livestock Development Board,TPAHWW,State,Individual,Not specified (state scheme),Uttarakhand,"Skills & Employment;Agriculture,Rural & Environment;Women and Child",Training;A-Health Worker;Animal Husbandry;Self-Help Group;Woman;Pashu Sakhi;A-HELP,The scheme aims to provide community-service-based skill development and employment opportunities for women in the field of animal husbandry. Eligible women members of Self-Help Groups under the Uttarakhand State Rural Livelihood Mission can apply.,,1.0,"Training Program for A-HELP Women Workers - Uttarakhand Livestock Development Board. The scheme aims to provide community-service-based skill development and employment opportunities for women in the field of animal husbandry. Eligible women members of Self-Help Groups under the Uttarakhand State Rural Livelihood Mission can apply. Category: Skills & Employment, Agriculture,Rural & Environment, Women and Child. Tags: Training, A-Health Worker, Animal Husbandry, Self-Help Group, Woman, Pashu Sakhi, A-HELP."
pvcppd,Purchase of Vehicle for Commercial Hiring Purpose for Persons with Disabilities,PVCPPD,State,Individual,Not specified (state scheme),Haryana,"Banking,Financial Services and Insurance;Business & Entrepreneurship",Vehicle;Commercial Hiring;PwD;Disability;Loan,"Under the scheme, loans are provided to differently-abled persons for commercial hiring purposes up to ₹10.00 lakhs, and for the purchase of special category vehicles like JCBs, trucks, road rollers, etc., loans up to ₹25.00 lakhs are available.",,1.0,"Purchase of Vehicle for Commercial Hiring Purpose for Persons with Disabilities. Under the scheme, loans are provided to differently-abled persons for commercial hiring purposes up to ₹10.00 lakhs, and for the purchase of special category vehicles like JCBs, trucks, road rollers, etc., loans up to ₹25.00 lakhs are available. Category: Banking,Financial Services and Insurance, Business & Entrepreneurship. Tags: Vehicle, Commercial Hiring, PwD, Disability, Loan."
nassvsbulbpsfsc,National Award For Senior Citizens (vayoshreshtha Samman): Best Urban Local Body In Providing Services And Facilities To Senior Citizens,NASSVSBULBPSFSC,Central,Infra,Ministry Of Social Justice and Empowerment,All,Social welfare & Empowerment,Award;Institution;Senior Citizen;Urban Local Body;ULB;Social Welfare,"The ""Vayoshreshtha Samman: Best Urban Local Body in Providing Services and Facilities to Senior Citizens"" award shall be given to municipal bodies, which have done outstanding work for senior citizens. The awards are conferred on 1st Oct by the Hon’ble President of India at Vigyan Bhawan, Delhi.",,3.0,"National Award For Senior Citizens (vayoshreshtha Samman): Best Urban Local Body In Providing Services And Facilities To Senior Citizens. The ""Vayoshreshtha Samman: Best Urban Local Body in Providing Services and Facilities to Senior Citizens"" award shall be given to municipal bodies, which have done outstanding work for senior citizens. The awards are conferred on 1st Oct by the Hon’ble President of India at Vigyan Bhawan, Delhi. Category: Social welfare & Empowerment. Tags: Award, Institution, Senior Citizen, Urban Local Body, ULB, Social Welfare."
astpss,AICTE SHORT TERM TRAINING PROGRAMME-SFURTI SCHEME,ASTPSS,Central,Infra,Ministry of Education,All,Education & Learning,Trainings;Financial Assistance;AICTE,Short Term Training Programme-SFURTI Program aims to provide financial assistance from AICTE to the institutions for conducting faculty and student trainings to enable faculty members and students in the field of technical education.,,3.0,"AICTE SHORT TERM TRAINING PROGRAMME-SFURTI SCHEME. Short Term Training Programme-SFURTI Program aims to provide financial assistance from AICTE to the institutions for conducting faculty and student trainings to enable faculty members and students in the field of technical education. Category: Education & Learning. Tags: Trainings, Financial Assistance, AICTE."
svby,Shri Vajpayee Bankable Yojana,SVBY,State,Individual,Not specified (state scheme),Gujarat,"Banking,Financial Services and Insurance",Vajpayee;Bankable,"A scheme for providing financial assistance to the craftsmen of Cottage Industries through Nationalised Banks, Cooperative banks, Public sector Banks or Private Banks.",,1.0,"Shri Vajpayee Bankable Yojana. A scheme for providing financial assistance to the craftsmen of Cottage Industries through Nationalised Banks, Cooperative banks, Public sector Banks or Private Banks. Category: Banking,Financial Services and Insurance. Tags: Vajpayee, Bankable."
fapbnia,Financial Assistance for Purchase of Barrier Net and its Accessories,FAPBNIA,State,Individual,Not specified (state scheme),Goa,"Agriculture,Rural & Environment",Fishermen;Fish;Subsidy;Financial Assistance,"“Financial Assistance for Purchase of Barrier Net and its Accessories” is a scheme by Dept. of Fisheries, Govt. of Goa. Under this Scheme financial assistance is provided as a subsidy on the purchase of barrier nets and accessories for the fishermen. The applications are accepted offline.",,1.0,"Financial Assistance for Purchase of Barrier Net and its Accessories. “Financial Assistance for Purchase of Barrier Net and its Accessories” is a scheme by Dept. of Fisheries, Govt. of Goa. Under this Scheme financial assistance is provided as a subsidy on the purchase of barrier nets and accessories for the fishermen. The applications are accepted offline. Category: Agriculture,Rural & Environment. Tags: Fishermen, Fish, Subsidy, Financial Assistance."
sbssps,Shravanbal Seva State Pension Scheme,SBSSPS,State,Individual,Not specified (state scheme),Maharashtra,"Social welfare & Empowerment;Banking,Financial Services and Insurance",Pension;Financial Assistance;Destitute;Below Poverty Line;Senior Citizen,"The ""Shravanbal Seva State Pension Scheme"" is a Pension Scheme by the Department of Social Justice & Special Assistance, Govt. of Maharashtra. In this scheme, a monthly pension of ₹ 600/- is provided to destitute persons in the state of Maharashtra.",,1.0,"Shravanbal Seva State Pension Scheme. The ""Shravanbal Seva State Pension Scheme"" is a Pension Scheme by the Department of Social Justice & Special Assistance, Govt. of Maharashtra. In this scheme, a monthly pension of ₹ 600/- is provided to destitute persons in the state of Maharashtra. Category: Social welfare & Empowerment, Banking,Financial Services and Insurance. Tags: Pension, Financial Assistance, Destitute, Below Poverty Line, Senior Citizen."
gmgmach,Grant of Mahatma Gandhi Memorial Award for Clean Houses,GMGMACH,State,Individual,Not specified (state scheme),Puducherry,Utility & Sanitation;Social welfare & Empowerment,House;Grant;Clean;Sanitation;Waste,"“Grant of Mahatma Gandhi Memorial Award for Clean Houses” was introduced by the Adi Dravidar Welfare Dept, Govt of Puducherry. The objective of the scheme is to motivate the Scheduled Caste people to keep their houses neat and tidy. Incentives are in the form of household articles worth ₹500/-.",,1.0,"Grant of Mahatma Gandhi Memorial Award for Clean Houses. “Grant of Mahatma Gandhi Memorial Award for Clean Houses” was introduced by the Adi Dravidar Welfare Dept, Govt of Puducherry. The objective of the scheme is to motivate the Scheduled Caste people to keep their houses neat and tidy. Incentives are in the form of household articles worth ₹500/-. Category: Utility & Sanitation, Social welfare & Empowerment. Tags: House, Grant, Clean, Sanitation, Waste."
rhc,"Registration of Herb Cultivators - Herbal Research and Development Institute, Uttarakhand",RHC,State,Individual,Not specified (state scheme),Uttarakhand,"Agriculture,Rural & Environment",Herbal;Herbs;Herb Cultivator;Registration,"It aims to register cultivators who grow medicinal and aromatic plants, make the process of using their cultivated herbs easier, and stop the illegal collection of herbs from forests.",,1.0,"Registration of Herb Cultivators - Herbal Research and Development Institute, Uttarakhand. It aims to register cultivators who grow medicinal and aromatic plants, make the process of using their cultivated herbs easier, and stop the illegal collection of herbs from forests. Category: Agriculture,Rural & Environment. Tags: Herbal, Herbs, Herb Cultivator, Registration."
mcty,Motorcycle Taxi Yojana,MCTY,State,Individual,Not specified (state scheme),Uttarakhand,Business & Entrepreneurship,Motorcycle;Taxi;Self-Employment;Scooter;Interest-Free Loan,"The scheme aims to promote self-employment among the residents of Uttarakhand by providing interest-free loans for purchasing motorcycles or scooters to operate as motorcycle taxis, thereby enhancing tourism connectivity and generating livelihood opportunities in the state.",,1.0,"Motorcycle Taxi Yojana. The scheme aims to promote self-employment among the residents of Uttarakhand by providing interest-free loans for purchasing motorcycles or scooters to operate as motorcycle taxis, thereby enhancing tourism connectivity and generating livelihood opportunities in the state. Category: Business & Entrepreneurship. Tags: Motorcycle, Taxi, Self-Employment, Scooter, Interest-Free Loan."
fae-c,Financial Assistance To Ex-Convicts,FAE-C,State,Individual,Not specified (state scheme),Kerala,Social welfare & Empowerment;Business & Entrepreneurship,Ex-Convict;Financial Assistance;Jail;BPL;Self-employment,"The scheme “Financial Assistance to Ex-Convicts” was launched by the Department of Social Justice, Government of Kerala. This scheme is implemented by the Department of Social Justice to help those released from jail from poor economic conditions to find their livelihood.",,1.0,"Financial Assistance To Ex-Convicts. The scheme “Financial Assistance to Ex-Convicts” was launched by the Department of Social Justice, Government of Kerala. This scheme is implemented by the Department of Social Justice to help those released from jail from poor economic conditions to find their livelihood. Category: Social welfare & Empowerment, Business & Entrepreneurship. Tags: Ex-Convict, Financial Assistance, Jail, BPL, Self-employment."
mspykm,Mukhyamantri Sampoorna Pushti Yojana: Kishori Mela,MSPYKM,State,Individual,Not specified (state scheme),Odisha,Women and Child,Adolescent Girls;Kishori Mela;Kishori Diwas;Girl,"This initiative aims to make Kishori Diwas more engaging and eventful. Any Saturday in the month of January may be celebrated as “Kishori Mela”, with increased participation and a range of activities for all adolescent girls aged 15 - 19 years.",,1.0,"Mukhyamantri Sampoorna Pushti Yojana: Kishori Mela. This initiative aims to make Kishori Diwas more engaging and eventful. Any Saturday in the month of January may be celebrated as “Kishori Mela”, with increased participation and a range of activities for all adolescent girls aged 15 - 19 years. Category: Women and Child. Tags: Adolescent Girls, Kishori Mela, Kishori Diwas, Girl."
wwhh,Working Women Hostel,WWHH,State,,Not specified (state scheme),Haryana,Women and Child,Accommodation;Hostel Facility;Working Women;Women Empowerment,"The scheme ""Working Women Hostel"" by the Women and Child Development Department, Government of Haryana aims to provide safe and affordable accommodation to working women. Through this scheme, hostel facilities at subsidized rent are provided to employed women.",,,"Working Women Hostel. The scheme ""Working Women Hostel"" by the Women and Child Development Department, Government of Haryana aims to provide safe and affordable accommodation to working women. Through this scheme, hostel facilities at subsidized rent are provided to employed women. Category: Women and Child. Tags: Accommodation, Hostel Facility, Working Women, Women Empowerment."
aks,Akanksha Scheme,AKS,State,Individual,Not specified (state scheme),Madhya Pradesh,Education & Learning,NEET;AIIMS;JEE;CLET;Entrance Exam,"According to the plan of the Government of Madhya Pradesh, Tribal Affairs Department, the target is to provide coaching to the scheduled tribe students of the state for the preparation of national entrance examination (JEE, NEET / AIIMS, CLET) from reputed coaching institutes in division headquarter",,1.0,"Akanksha Scheme. According to the plan of the Government of Madhya Pradesh, Tribal Affairs Department, the target is to provide coaching to the scheduled tribe students of the state for the preparation of national entrance examination (JEE, NEET / AIIMS, CLET) from reputed coaching institutes in division headquarter Category: Education & Learning. Tags: NEET, AIIMS, JEE, CLET, Entrance Exam."
hksadmmyghkdms,Hita-dhikaari Ke Samanye Athava Durghatana Me Mrityu Ya Ghayal Hone Ki Dasha Me Sahayata Yojana,HKSMD,State,Individual,Not specified (state scheme),Rajasthan,Health & Wellness;Social welfare & Empowerment,Financial Assistance;Constrution Worker;Health & Wellness;Workers,"By the labor department of Rajasthan started ""Hita-Dhikaari Ke Samanye Athava Durghatana Me Mrityu Ya Ghayal Hone Ki Dasha Me Sahayata Yojana"" for the construction workers.",,1.0,"Hita-dhikaari Ke Samanye Athava Durghatana Me Mrityu Ya Ghayal Hone Ki Dasha Me Sahayata Yojana. By the labor department of Rajasthan started ""Hita-Dhikaari Ke Samanye Athava Durghatana Me Mrityu Ya Ghayal Hone Ki Dasha Me Sahayata Yojana"" for the construction workers. Category: Health & Wellness, Social welfare & Empowerment. Tags: Financial Assistance, Constrution Worker, Health & Wellness, Workers."
ams,AICTE-Margdarshan scheme,AMS,Central,Infra,Ministry of Education,All,Education & Learning,Technical Education;Grant-in-aid;Mentor Institute;Mentee Beneficiary Institutes,Margdarshan Initiative has been introduced by All India Council for Technical Education in 2018 for facilitating the technical institutes in order to improve the quality of technical education as a whole through accreditation by providing access to the facilities available in host institute.,,3.0,"AICTE-Margdarshan scheme. Margdarshan Initiative has been introduced by All India Council for Technical Education in 2018 for facilitating the technical institutes in order to improve the quality of technical education as a whole through accreditation by providing access to the facilities available in host institute. Category: Education & Learning. Tags: Technical Education, Grant-in-aid, Mentor Institute, Mentee Beneficiary Institutes."
pmmsyelrasguj,Pradhan Mantri Matsya Sampada Yojana (PMMSY-Inland): Establishment of Large RAS Culture System Gujarat,PMMSYELRASGUJ,State,Individual,Not specified (state scheme),Gujarat,"Agriculture,Rural & Environment",Fish Farming;Biofloc;Recirculating Aquaculture System;Employment;Large RAS,"The scheme provides financial assistance for various inland fisheries activities, including the establishment of large Recirculating Aquaculture Systems (RAS), and is provided to individuals, societies, self-help groups, associations, reservoir leaseholders, and private entities.",,1.0,"Pradhan Mantri Matsya Sampada Yojana (PMMSY-Inland): Establishment of Large RAS Culture System Gujarat. The scheme provides financial assistance for various inland fisheries activities, including the establishment of large Recirculating Aquaculture Systems (RAS), and is provided to individuals, societies, self-help groups, associations, reservoir leaseholders, and private entities. Category: Agriculture,Rural & Environment. Tags: Fish Farming, Biofloc, Recirculating Aquaculture System, Employment, Large RAS."
jsbcpmss,Jharkhand State Backward Classes Post-Matric Scholarship Scheme,JSBCPMSS,State,Individual,Not specified (state scheme),Jharkhand,Education & Learning,Scholarship;Student;Backward Classes;Post-Matric,"The ""Jharkhand State Backward Classes Post-Matric Scholarship Scheme"" aims to promote higher education among OBC students in Jharkhand. The scheme provides financial assistance to students pursuing professional and academic courses at the post-matriculation level.",,1.0,"Jharkhand State Backward Classes Post-Matric Scholarship Scheme. The ""Jharkhand State Backward Classes Post-Matric Scholarship Scheme"" aims to promote higher education among OBC students in Jharkhand. The scheme provides financial assistance to students pursuing professional and academic courses at the post-matriculation level. Category: Education & Learning. Tags: Scholarship, Student, Backward Classes, Post-Matric."
labs-glwb,Labour Accident benefit Scheme- Gujarat Labour Welfare Board,LABS-GLWB,State,Individual,Not specified (state scheme),Gujarat,Social welfare & Empowerment,Accident;Shramyogi;Labour;Industrial Worker;Organized Worker;Disability;Financial Support,"Under the scheme, financial assistance is provided to workers (Shramyogis) who become disabled during their duty period due to an accident or any other reason at the working premises of the establishment.",,1.0,"Labour Accident benefit Scheme- Gujarat Labour Welfare Board. Under the scheme, financial assistance is provided to workers (Shramyogis) who become disabled during their duty period due to an accident or any other reason at the working premises of the establishment. Category: Social welfare & Empowerment. Tags: Accident, Shramyogi, Labour, Industrial Worker, Organized Worker, Disability, Financial Support."
isss-oap,Integrated Social Security Scheme - Old Age Pension,ISSS-OAP,State,Individual,Not specified (state scheme),Jammu and Kashmir,Social welfare & Empowerment,Pension;Senior Citizen;Social Welfare,ISSS-OAP is a State Sponsored Scheme by the Social Welfare Dept. of the Govt. of Jammu and Kashmir wherein financial assistance is provided to Old Age Persons who have meager support or no source of livelihood. A pension of ₹1000 per pensioner per month is deposited directly into their Bank Account.,,1.0,"Integrated Social Security Scheme - Old Age Pension. ISSS-OAP is a State Sponsored Scheme by the Social Welfare Dept. of the Govt. of Jammu and Kashmir wherein financial assistance is provided to Old Age Persons who have meager support or no source of livelihood. A pension of ₹1000 per pensioner per month is deposited directly into their Bank Account. Category: Social welfare & Empowerment. Tags: Pension, Senior Citizen, Social Welfare."
pofs,Production of Foundation Seeds,POFS,State,Individual,Not specified (state scheme),Tamil Nadu,"Agriculture,Rural & Environment",Agriculture;Farmer;Seed Production;Foundation Seeds,"The ""Production of Foundation Seeds"" scheme, provides subsidies to farmers cultivating seed farms for pulses, offering specific benefits to SC/ST farmers and farm women.",,1.0,"Production of Foundation Seeds. The ""Production of Foundation Seeds"" scheme, provides subsidies to farmers cultivating seed farms for pulses, offering specific benefits to SC/ST farmers and farm women. Category: Agriculture,Rural & Environment. Tags: Agriculture, Farmer, Seed Production, Foundation Seeds."
daynulsepuk,Deen Dayal Antyodaya Yojana - National Urban Livelihoods Mission (DAY-NULM): Self-Employment Programme – Uttarakhand,DAYNULSEPUK,State,Individual,Not specified (state scheme),Uttarakhand,Skills & Employment,Self-Employment;Livelihood;Urban Area;Employment;Interest Subsidy,"The scheme aims to promote sustainable livelihoods and economic empowerment of the urban poor by providing financial support and guidance for establishing self-employment ventures, strengthening their family’s economy, and generating new employment opportunities.",,1.0,"Deen Dayal Antyodaya Yojana - National Urban Livelihoods Mission (DAY-NULM): Self-Employment Programme – Uttarakhand. The scheme aims to promote sustainable livelihoods and economic empowerment of the urban poor by providing financial support and guidance for establishing self-employment ventures, strengthening their family’s economy, and generating new employment opportunities. Category: Skills & Employment. Tags: Self-Employment, Livelihood, Urban Area, Employment, Interest Subsidy."
lrsgd,Lease Rental Rebate Scheme for Goan Diaspora,LRSGD,State,Infra,Not specified (state scheme),Goa,Business & Entrepreneurship,Lease;Rent;Reimbursement;Business;Company,"The ""Lease Rental Rebate Scheme for Goan Diaspora"" is one of the ""IT Policy Schemes"" by the Dept of IT, Govt of Goa. The objective is to provide Lease Rental Rebate for Goan Diaspora. A 100% reimbursement of the lease rentals will be provided for a period of first 6 months of operations.",,3.0,"Lease Rental Rebate Scheme for Goan Diaspora. The ""Lease Rental Rebate Scheme for Goan Diaspora"" is one of the ""IT Policy Schemes"" by the Dept of IT, Govt of Goa. The objective is to provide Lease Rental Rebate for Goan Diaspora. A 100% reimbursement of the lease rentals will be provided for a period of first 6 months of operations. Category: Business & Entrepreneurship. Tags: Lease, Rent, Reimbursement, Business, Company."
spc,Shooting Permission Certificate,SPC,State,Individual,Not specified (state scheme),Uttarakhand,Sports & Culture,Shooting;Film;Film Producer,"The scheme aims to simplify the process of granting official permission for film shooting in Uttarakhand through a single-window online system, ensuring timely approvals and promoting the state as a film-friendly destination.",,1.0,"Shooting Permission Certificate. The scheme aims to simplify the process of granting official permission for film shooting in Uttarakhand through a single-window online system, ensuring timely approvals and promoting the state as a film-friendly destination. Category: Sports & Culture. Tags: Shooting, Film, Film Producer."
wbsaboojsathi,Sabooj Sathi,WBSABOOJSATHI,State,,Not specified (state scheme),West Bengal,Social welfare & Empowerment,Sabooj Sathi Scheme West Bengal Government;Student Welfare;Bicycles Distribution;Empowerment;Social Inclusion;Free Transportation;Sustainable Development,"The Sabooj Sathi Scheme is a student welfare initiative launched by the government of West Bengal, India, to provide bicycles to students in the state. Under the scheme, bicycles are distributed free of cost to students studying in government and government-aided schools from classes IX to XII.",,,"Sabooj Sathi. The Sabooj Sathi Scheme is a student welfare initiative launched by the government of West Bengal, India, to provide bicycles to students in the state. Under the scheme, bicycles are distributed free of cost to students studying in government and government-aided schools from classes IX to XII. Category: Social welfare & Empowerment. Tags: Sabooj Sathi Scheme West Bengal Government, Student Welfare, Bicycles Distribution, Empowerment, Social Inclusion, Free Transportation, Sustainable Development."
rvy,Raah-Veer Yojana,RVY,State,Individual,Not specified (state scheme),Madhya Pradesh,"Public Safety,Law & Justice",Citizens;Award;Financial Assistance;Accident;Save Lives,"The scheme encourages citizens to help road accident victims during emergencies by providing a ₹25,000 incentive to individuals who save lives through timely medical assistance.",,1.0,"Raah-Veer Yojana. The scheme encourages citizens to help road accident victims during emergencies by providing a ₹25,000 incentive to individuals who save lives through timely medical assistance. Category: Public Safety,Law & Justice. Tags: Citizens, Award, Financial Assistance, Accident, Save Lives."
tgsieis,The Goa State Incentives to Encourage Investments Scheme,TGSIEIS,State,Individual,Not specified (state scheme),Goa,Business & Entrepreneurship;Skills & Employment,Enterprise;Investment;Employment;Manufacture;Entrepreneur,"The scheme aims to create sustainable employment, accelerate investment, and support environmentally sustainable industrial development in Goa. It provides financial assistance and incentives under separate target schemes to new and existing Micro, Small, Medium, and Large manufacturing units.",,1.0,"The Goa State Incentives to Encourage Investments Scheme. The scheme aims to create sustainable employment, accelerate investment, and support environmentally sustainable industrial development in Goa. It provides financial assistance and incentives under separate target schemes to new and existing Micro, Small, Medium, and Large manufacturing units. Category: Business & Entrepreneurship, Skills & Employment. Tags: Enterprise, Investment, Employment, Manufacture, Entrepreneur."
jsskmp,Janani Shishu Suraksha Karyakram Madhya Pradesh,JSSKMP,State,Individual,Not specified (state scheme),Madhya Pradesh,Women and Child;Health & Wellness,Pregnancy;Women;Free Healthcare;Medicines;Diagnostics;Newborn;Diet,"The scheme aims to provide free healthcare services to pregnant women and infants up to one year of age, including free treatment, medicines, diet, and transport facilities in government hospitals.",,1.0,"Janani Shishu Suraksha Karyakram Madhya Pradesh. The scheme aims to provide free healthcare services to pregnant women and infants up to one year of age, including free treatment, medicines, diet, and transport facilities in government hospitals. Category: Women and Child, Health & Wellness. Tags: Pregnancy, Women, Free Healthcare, Medicines, Diagnostics, Newborn, Diet."
pbwb,Pension Benefit,PBWB,State,Individual,Not specified (state scheme),West Bengal,Social welfare & Empowerment,Labour;Building Worker;Construction Worker;Pension;Nominee,"The ""Pension Benefit'' scheme by the BOCW Welfare Board, Labour Department,West Bengal, is a welfare scheme that provides a monthly pension after completion of 60 years to the eligible registered member.",,1.0,"Pension Benefit. The ""Pension Benefit'' scheme by the BOCW Welfare Board, Labour Department,West Bengal, is a welfare scheme that provides a monthly pension after completion of 60 years to the eligible registered member. Category: Social welfare & Empowerment. Tags: Labour, Building Worker, Construction Worker, Pension, Nominee."
dccbfhl,"District Central Cooperative Banks and through its Branches: For Housing, House Construction, Repair Extension Loan",DCCBFHL,State,Individual,Not specified (state scheme),Tamil Nadu,"Banking,Financial Services and Insurance",Housing;Construction;Repair Extension;Loan,"The scheme offers loans up to ₹10,00,000/- for housing, house construction, and repair/extension purposes, at a 12% interest rate to provide financial aid to citizens for housing needs.",,1.0,"District Central Cooperative Banks and through its Branches: For Housing, House Construction, Repair Extension Loan. The scheme offers loans up to ₹10,00,000/- for housing, house construction, and repair/extension purposes, at a 12% interest rate to provide financial aid to citizens for housing needs. Category: Banking,Financial Services and Insurance. Tags: Housing, Construction, Repair Extension, Loan."
mamy-mp,Mukhyamantri Asangathit Mazdoor Yojana,MAMY-MP,State,Individual,Not specified (state scheme),Madhya Pradesh,Social welfare & Empowerment,Labour;Remuneration;Worker;Electricity;Transport,"The scheme aims to provide social and financial welfare benefits to unorganized sector workers. It offers increased remuneration, seasonal bonuses, electricity subsidies, and assistance such as e-rickshaws to registered unorganized laborers in Madhya Pradesh.",,1.0,"Mukhyamantri Asangathit Mazdoor Yojana. The scheme aims to provide social and financial welfare benefits to unorganized sector workers. It offers increased remuneration, seasonal bonuses, electricity subsidies, and assistance such as e-rickshaws to registered unorganized laborers in Madhya Pradesh. Category: Social welfare & Empowerment. Tags: Labour, Remuneration, Worker, Electricity, Transport."
gsvsps,Ganesh Shankar Vidyaarthi Shramik Puraskar Rashi Yojana,GSVSPS,State,Individual,Not specified (state scheme),Uttar Pradesh,Education & Learning,Education;Financial Assistance;Social Welfare,"The Government of Uttar Pradesh initiated a scheme ""Ganesh Shankar Vidyarthi Shramik Puraskar Raschi Yojana"" to encourage the children towards the education.",,1.0,"Ganesh Shankar Vidyaarthi Shramik Puraskar Rashi Yojana. The Government of Uttar Pradesh initiated a scheme ""Ganesh Shankar Vidyarthi Shramik Puraskar Raschi Yojana"" to encourage the children towards the education. Category: Education & Learning. Tags: Education, Financial Assistance, Social Welfare."
mngryu,Mukhyamantri Nishulk Gas Refill Yojana,MMNGRY,State,Family,Not specified (state scheme),Uttarakhand,Social welfare & Empowerment,Gas Cylinder;Free Gas Refill;Antyodaya;Ration Card;Pink Card,"The scheme aims to support poor families by reducing their household fuel expenses. Under this scheme, Antyodaya (pink card) ration card holders in the state are entitled to receive three free gas cylinder refills every year.",,2.0,"Mukhyamantri Nishulk Gas Refill Yojana. The scheme aims to support poor families by reducing their household fuel expenses. Under this scheme, Antyodaya (pink card) ration card holders in the state are entitled to receive three free gas cylinder refills every year. Category: Social welfare & Empowerment. Tags: Gas Cylinder, Free Gas Refill, Antyodaya, Ration Card, Pink Card."
